image_path,label,ocr_text,caption,ocr_length,caption_length,similarity_score,error
E:\Project\Fake News Detection\images\real\6660.jpg,real,,a woman in a white sari standing in front of a screen,0,53,,
E:\Project\Fake News Detection\images\real\6661.jpg,real,,anusha mukherjee in yellow dress,0,32,,
E:\Project\Fake News Detection\images\real\6665.jpg,real,,a man in a suit and tie sitting on a chair,0,42,,
E:\Project\Fake News Detection\images\real\6673.jpeg,real,( বিজয়ী বিজয়ী বিজয়ী মেগা িফট বিজযী নযাণমাাৎ,the team of the indian television show ' s ' the big brother ',46,62,0.072500035,
E:\Project\Fake News Detection\images\real\6675.jpg,real,,the logo of the european commission for the european commission,0,63,,
E:\Project\Fake News Detection\images\real\6679.jpg,real,,people stand in line to vote in the polls,0,41,,
E:\Project\Fake News Detection\images\real\6681.jpg,real,,a large ship is in the middle of the ocean,0,42,,
E:\Project\Fake News Detection\images\real\6685.jpg,real,,a large ship floating in the middle of the ocean,0,48,,
E:\Project\Fake News Detection\images\real\6693.jpg,real,,a man in a suit sitting on a couch,0,34,,
E:\Project\Fake News Detection\images\real\6697.jpg,real,,a man in a suit and tie standing at a podium,0,44,,
E:\Project\Fake News Detection\images\real\6705.jpg,real,৫ MAY 202চ 17,the winning team with the trophy,13,32,0.118406184,
E:\Project\Fake News Detection\images\real\6706.jpg,real,,person and person ' s wedding reception,0,39,,
E:\Project\Fake News Detection\images\real\671.jpg,real,,a man in a suit and tie sitting in a chair,0,42,,
E:\Project\Fake News Detection\images\real\6718.jpg,real,,a woman in a headscar holds up flags as she shouts at the crowd,0,63,,
E:\Project\Fake News Detection\images\real\6719.jpg,real,HOHINUL,pakistan players celebrate after the final cricket match between pakistan and india at the gaddafiabadbad stadium in karachi,7,124,0.184967816,
E:\Project\Fake News Detection\images\real\6727.jpg,real,,a man in a wheelchair being assisted by a group of men,0,54,,
E:\Project\Fake News Detection\images\real\6738.jpg,real,,a group of people standing around a table,0,41,,
E:\Project\Fake News Detection\images\real\6739.jpg,real,,"the minister of the state of maharashtra, mr narayan narayannath, speaking to media",0,83,,
E:\Project\Fake News Detection\images\real\6752.jpg,real,৫,"bjp party leader, raj kumar kumar speaking at a press conference in new delhi on monday",1,87,0.0453493,
E:\Project\Fake News Detection\images\real\6755.jpg,real,,a man riding a horse through a forest,0,37,,
E:\Project\Fake News Detection\images\real\6759.jpg,real,,the logo of the bangladesh national bank,0,40,,
E:\Project\Fake News Detection\images\real\676.jpg,real,7:31,a man in a white shirt and glasses speaking into a microphone,4,61,-0.011252698,
E:\Project\Fake News Detection\images\real\6767.jpg,real,,two men standing in a room with a police uniform,0,48,,
E:\Project\Fake News Detection\images\real\6768.jpg,real,,president trump is shown by a helicopter,0,40,,
E:\Project\Fake News Detection\images\real\6776.jpg,real,,a person ' s feet are shown in the middle of a bed,0,50,,
E:\Project\Fake News Detection\images\real\6778.jpg,real,IJFHR INAUGURAL CEREMONY CHAIREU ৪/,a group of people sitting at a table in front of a banner,35,57,0.231847107,
E:\Project\Fake News Detection\images\real\6783.jpg,real,,a man in a suit and tie standing in front of a microphone,0,57,,
E:\Project\Fake News Detection\images\real\6785.jpg,real,,a man holding a microphone,0,26,,
E:\Project\Fake News Detection\images\real\6786.jpg,real,,a girl in a red and white dress,0,31,,
E:\Project\Fake News Detection\images\real\679.jpg,real,সরকার্4 প্রজ টর,"bangladesh ' s finance minister, dr khali",15,41,0.249925837,
E:\Project\Fake News Detection\images\real\6795.jpg,real,,a lightning strikes through the sky over a city,0,47,,
E:\Project\Fake News Detection\images\real\6797.jpg,real,,a man sitting at a desk with flags behind him,0,45,,
E:\Project\Fake News Detection\images\real\6798.jpg,real,,"a man is seen in front of a house in the city of sao, brazil",0,60,,
E:\Project\Fake News Detection\images\real\681.jpg,real,,a woman sitting at a table with a microphone,0,44,,
E:\Project\Fake News Detection\images\real\6812.jpg,real,,a woman in a white shirt and glasses speaking into a microphone,0,63,,
E:\Project\Fake News Detection\images\real\6813.jpg,real,,a man with glasses sitting in a chair,0,37,,
E:\Project\Fake News Detection\images\real\6817.jpg,real,,"congress will not be in the state, says cm",0,42,,
E:\Project\Fake News Detection\images\real\6822.jpg,real,,the students of the school with their certificates,0,50,,
E:\Project\Fake News Detection\images\real\6825.jpg,real,গোলাম মাওলা শাহীন মাহবুবুল হাসান কামরুণ্ামান দুলাল রুছল আমিন আকিল আকরামূুল হাসান শরীষ উদ্দিন ভুয়েল পিংকু,the six men who are the candidates for the election,104,51,0.106598631,
E:\Project\Fake News Detection\images\real\6828.jpg,real,,a man in a white shirt and glasses is pointing his finger at the camera,0,71,,
E:\Project\Fake News Detection\images\real\6839.jpg,real,NEWS,two men shaking hands in front of flags,4,39,0.072054528,
E:\Project\Fake News Detection\images\real\6840.jpg,real,,a room with a bike and a sink,0,29,,
E:\Project\Fake News Detection\images\real\6847.jpg,real,"পানি সরবরাহ বিভাগের অনলাইন সেবা কার্যক্রমের প্রধান অতিথি: এডূভোকেট বিলকিস আক্তার জাহান শিরীন মাননীয় প্রশাসক, বরিশাল সিটি করপোরেশন স্থান: নগর ভবন, বরিশাল তারিখ: ২০ মে ২০২৬, সময়: বেলা ১২ ঘটিকা বরিশাল সিটি কর্পোরেশন, বরিশা",a group of people sitting at a table,220,36,0.068714105,
E:\Project\Fake News Detection\images\real\6851.jpg,real,,two people in the water,0,23,,
E:\Project\Fake News Detection\images\real\6856.jpg,real,0,a group of people standing in front of a construction site,1,58,0.047964394,
E:\Project\Fake News Detection\images\real\6862.jpg,real,MAHABUB,a man in a blue shirt and a white shirt is surrounded by reporters,7,66,0.025184976,
E:\Project\Fake News Detection\images\real\6872.jpg,real,,a man holding a chicken in his hand,0,35,,
E:\Project\Fake News Detection\images\real\6879.jpg,real,,a person holding american flags in front of the capitol,0,55,,
E:\Project\Fake News Detection\images\real\6884.jpg,real,,a group of men standing next to each other men,0,46,,
E:\Project\Fake News Detection\images\real\6890.jpg,real,,a bus is seen in this image taken from the video,0,48,,
E:\Project\Fake News Detection\images\real\6893.jpg,real,0,a boy swimming in the ocean,1,27,-0.032379337,
E:\Project\Fake News Detection\images\real\69.jpg,real,Gmail Google Workspace,google ' s new gma app is a great way to get your gma mail,22,58,0.523251295,
E:\Project\Fake News Detection\images\real\6900.jpg,real,,two men in suits and ties standing next to each other men,0,57,,
E:\Project\Fake News Detection\images\real\6901.jpg,real,"Taiwan Travelogue Shuung-21 | ""Hold on Whats going on here?"" Icouldnit help but voice the thoughi out loud For in that moment seemed to have been transported back into the midst of Shokyokusai Tenkatsu s Magic Troupe ]'d crossed with Tenkatsu's troupe long ago before I d started high school They had been on tour: and on the they arrived in Na my aunt Kikuko and ] hap- pened upon the opening Yang paths day gasaki, parade",a woman and a man sitting next to each other women,423,50,0.021112375,
E:\Project\Fake News Detection\images\real\6903.jpg,real,,netanyese netanyese netanyese netanyese netanyese netanyese netanyese netanyese netanyese netanyese netanyese netanyese netanyese net,0,133,,
E:\Project\Fake News Detection\images\real\6907.jpg,real,,a black and white photo of a dirt road,0,38,,
E:\Project\Fake News Detection\images\real\6909.jpg,real,,a group of children sitting around a table,0,42,,
E:\Project\Fake News Detection\images\real\6912.jpg,real,,people are standing outside of a building with a tree,0,53,,
E:\Project\Fake News Detection\images\real\6920.jpg,real,RNS,person is the only player in the world to score a century,3,57,-0.039690994,
E:\Project\Fake News Detection\images\real\6924.jpg,real,,a fighter jet flying through the air,0,36,,
E:\Project\Fake News Detection\images\real\6933.jpg,real,,the dam at the dam dam dam dam dam dam dam dam dam dam dam dam dam dam dam dam dam,0,82,,
E:\Project\Fake News Detection\images\real\6934.jpg,real,,a man in a suit and tie sitting at a podium,0,43,,
E:\Project\Fake News Detection\images\real\6937.jpg,real,,a fighter jet flying through the air,0,36,,
E:\Project\Fake News Detection\images\real\6938.jpg,real,NEW,a truck with a flag on the back,3,31,0.075141504,
E:\Project\Fake News Detection\images\real\6939.jpg,real,,two mugs of coffee sit on a bamboo mat,0,38,,
E:\Project\Fake News Detection\images\real\6951.jpg,real,,a man riding a motorcycle with a helmet on,0,42,,
E:\Project\Fake News Detection\images\real\6971.jpg,real,যুবদেন ভূমিকা শীর্বক জনাব মোঃ মজিবুর রহমান জনসচেতনতামূলক প্রশিক্ষ্ণ,a group of people sitting around a table,67,40,0.09589994,
E:\Project\Fake News Detection\images\real\698.jpg,real,,a man in a suit and tie sitting at a table,0,42,,
E:\Project\Fake News Detection\images\real\6982.jpg,real,3,"a woman walks past a poster of iranian leader hassan roayi in tehran, iran, on march 26, 2018",1,93,0.016314408,
E:\Project\Fake News Detection\images\real\6985.jpg,real,সংবাদ সাম্মলন,people sitting in front of a building with a poster,13,51,-0.009484407,
E:\Project\Fake News Detection\images\real\7004.jpg,real,,a man is standing next to a cow,0,31,,
E:\Project\Fake News Detection\images\real\7009.jpg,real,বাজাপূর উপজজেলাবাসী কে শুভেচ্ছা 5 প্রচারেঃ রাজাপুরের সর্বস্তরের জনগন লেজ,a poster of the leader of the bjp party in front of a building,72,62,0.241289765,
E:\Project\Fake News Detection\images\real\701.jpg,real,$U,a man in a black shirt and cap is sitting at a microphone,2,57,0.129555672,
E:\Project\Fake News Detection\images\real\7010.jpg,real,চাঁদপুর গলা খানা পুলিশ,a man standing in front of a blue sign,22,38,0.049048901,
E:\Project\Fake News Detection\images\real\7012.jpg,real,,a person holding a rope in their hand,0,37,,
E:\Project\Fake News Detection\images\real\7015.jpg,real,বাকলিয়া থানা,the entrance to the school,12,26,0.143527001,
E:\Project\Fake News Detection\images\real\7034.jpg,real,,two ships are seen in the distance of the ocean,0,47,,
E:\Project\Fake News Detection\images\real\7039.jpg,real,,a man walking down a street with a dog,0,38,,
E:\Project\Fake News Detection\images\real\717.jpg,real,]3 ]9 ]0 ]8 8,portugal team photo,13,19,0.054919261,
E:\Project\Fake News Detection\images\real\727.jpg,real,% 9 ৪ 000 বাং ?,a pile of money with the bangladesh flag on top,15,47,0.303600907,
E:\Project\Fake News Detection\images\real\732.jpg,real,"সিংড়া থানা, নাটোর","a sign that says, ' no one is allowed '",17,39,0.138728857,
E:\Project\Fake News Detection\images\real\742.jpg,real,,a busy intersection in kolkata,0,30,,
E:\Project\Fake News Detection\images\real\747.jpeg,real,,a woman in a red dress standing next to a boat,0,46,,
E:\Project\Fake News Detection\images\real\751.jpg,real,২০২৬ বর্ণাত্য র্যালি,the students of the school hold up a banner for the school,20,58,0.115879029,
E:\Project\Fake News Detection\images\real\752.jpg,real,ফায়ার সার্ভিস ও সিভিল ডিফেন্স সপ্তাহ-২০২৬ এর শুভ উদ্বোধন ও আলোচনা সভা,the panel discussion on the importance of the national day,70,58,0.169513792,
E:\Project\Fake News Detection\images\real\756.jpg,real,Centre for Advanced Research in 01 Social Sciences Past Histories; Contemporary freads Universityor Dhaka: Future Directions University Ohaka,a group of people sitting at a table in front of a screen,141,57,0.077622071,
E:\Project\Fake News Detection\images\real\761.jpg,real,"অংশগহণে: ১৬১২২ ভূমি উপজেলা প্রশাসন বাকেরশণ্ডর উপজেলা অফিস, বাকেরগও",a group of people sitting around a table,66,40,0.063230082,
E:\Project\Fake News Detection\images\real\766.jpg,real,10 MANDATE MANDATE ACTION: FORWARD MINIFESTU WAI IIINUIIE (HIIIENGES,the meeting room of the ministry of india,68,41,0.26428923,
E:\Project\Fake News Detection\images\real\771.jpg,real,,two men in blue shirts and sunglasses,0,37,,
E:\Project\Fake News Detection\images\real\772.jpg,real,,a group of men standing around a table,0,38,,
E:\Project\Fake News Detection\images\real\773.jpg,real,World Vision ধামইরহট,a man is speaking into a microphone in front of a crowd,20,55,0.051634904,
E:\Project\Fake News Detection\images\real\783.jpg,real,,a group of men running down the street,0,38,,
E:\Project\Fake News Detection\images\real\786.jpg,real,,a road with a bridge and a building,0,35,,
E:\Project\Fake News Detection\images\real\793.jpg,real,,a woman wearing a blue scarf,0,28,,
E:\Project\Fake News Detection\images\real\794.jpeg,real,গণপ্রজাতন্ত্রী বাংলাদেশ সরকার Governmenr olthe Feoples Republic of Bangladesn National ID Card গণপ্রজাতন্ত্রী বাংলাদেশ সরকার Govemment of the People's Republic of Bangladesh National ID Card,a woman in a yellow scarf and a yellow scarf is holding a passport,190,66,0.308117509,
E:\Project\Fake News Detection\images\real\795.jpg,real,"BIZLI BIZLi BIZLI BIZL! নিরাপদ রাখবো সম্পদ ও জীবনে"" ""অগ্নিযোদ্ধাদের একটাই পণ, সার্ভিস ও সিভিল ডিফেন্স সপ্তাহ উপলক্ষ্যে শোোভাযাত্রা ২০২৬ ফায়ার",a group of men holding a banner in front of a building,142,54,0.070432678,
E:\Project\Fake News Detection\images\real\797.jpg,real,অভ্যত্তরীণ বোরো ধান 99 সং- ২০১৬ এনামুণ হক জনাব উদ্বোধন রিযা,a group of people standing around bags of rice,59,46,0.110823035,
E:\Project\Fake News Detection\images\real\798.jpg,real,INIIP,a man in a yellow shirt and red hat,5,35,0.033173986,
E:\Project\Fake News Detection\images\real\807.jpeg,real,,a group of people standing in a field,0,37,,
E:\Project\Fake News Detection\images\real\810.jpg,real,,a woman sitting at a table with a microphone,0,44,,
E:\Project\Fake News Detection\images\real\826.jpeg,real,বুটেক্সের দুই গ্র্যাজয়েটকে চছা ও অভিনন্দন ইঞ্জিনিয়ার এহসানুল করিম কায়সার মোজনে: ইঞ্জিনিয়ার মহিউদি আহমেদ (সেলিম) টক্সটাই প্বিদ্যাল চেযরম্যান আইইবি কৃতি,a group of people standing around a table,150,41,0.089115717,
E:\Project\Fake News Detection\images\real\833.jpeg,real,,a group of people sitting around a table,0,40,,
E:\Project\Fake News Detection\images\real\840.jpg,real,রবি রবি,bangladesh cricket team,7,23,0.248380989,
E:\Project\Fake News Detection\images\real\841.jpg,real,@ ;,the indonesian police officers are posing for a photo,3,53,0.026612403,
E:\Project\Fake News Detection\images\real\846.jpg,real,রবি ঢ},a man holding a trophy in his hand,6,34,0.04740018,
E:\Project\Fake News Detection\images\real\85.jpg,real,PayPal,p p p p p p p p p p p p p p p p p p p p p p p p p p p p,6,55,0.101704858,
E:\Project\Fake News Detection\images\real\853.jpg,real,20,arsenal ' s players celebrate after their team ' s goal,2,55,0.044931278,
E:\Project\Fake News Detection\images\real\855.jpg,real,,a man in a suit and tie standing in front of a screen,0,53,,
E:\Project\Fake News Detection\images\real\857.jpg,real,,students in a classroom at a school in mumbai,0,45,,
E:\Project\Fake News Detection\images\real\871.jpg,real,,a man in a white shirt and black pants standing in front of a building,0,70,,
E:\Project\Fake News Detection\images\real\872.jpg,real,8 নবম জাতীয় পে স্কেল সরকার্র4 বাং,bangladesh bank logo,34,20,0.274885029,
E:\Project\Fake News Detection\images\real\874.jpg,real,দি,a girl is seen in a crowd of people,2,35,0.034560025,
E:\Project\Fake News Detection\images\real\877.jpg,real,9 সরকার্4 ৪ ৪ ৪ :,bangladesh bank notes,17,21,0.289866596,
E:\Project\Fake News Detection\images\real\879.jpg,real,পাবনী,a map of india with the word india in red,5,41,0.298474342,
E:\Project\Fake News Detection\images\real\9.jpg,real,SPARI 40 (Segmenfis Ist 5G Smartphone),the new iphone 8 and iphone 8 are coming in the us,38,50,0.136663228,
E:\Project\Fake News Detection\images\real\913.jpg,real,,people are gathered outside a building in the city,0,50,,
E:\Project\Fake News Detection\images\real\922.jpg,real,"UP to 10,000 cashback",the new hua hua hua hua hua hua hua hua hua hua hua hua hua hua hua hua hua hua hua,21,83,0.030751403,
E:\Project\Fake News Detection\images\real\931.jpg,real,,a bunch of green fruit on a tree,0,32,,
E:\Project\Fake News Detection\images\real\934.jpg,real,Voulube,youtube logo youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube youtube,7,212,0.233006358,
E:\Project\Fake News Detection\images\real\935.jpg,real,,a train traveling down the tracks in a city,0,43,,
E:\Project\Fake News Detection\images\real\938.jpg,real,,fresh mint leaves in a small pot,0,32,,
E:\Project\Fake News Detection\images\real\947.jpg,real,,a man in a suit holding a cell phone,0,36,,
E:\Project\Fake News Detection\images\real\95.jpg,real,,a man is being carried by police officers after he was shot by a man in the middle of the road,0,94,,
E:\Project\Fake News Detection\images\real\958.jpg,real,,a man looking through a pair of glasses,0,39,,
E:\Project\Fake News Detection\images\real\961.jpg,real,,an astronaut standing on the moon with a planet in the background,0,65,,
E:\Project\Fake News Detection\images\real\969.jpg,real,,a woman ' s smile with white teeth,0,34,,
E:\Project\Fake News Detection\images\real\97.jpg,real,দৌয়ী মহফিল ২৩ এপ্রিল ২০১৬,a man in a white shirt and glasses speaking into a microphone,26,61,-0.021941861,
E:\Project\Fake News Detection\images\real\970.jpg,real,,how to make orange juice,0,24,,
E:\Project\Fake News Detection\images\real\987.jpg,real,@ 319 (0n9 োlorong আ৬e,three bags with logos on them,22,29,0.075964034,
E:\Project\Fake News Detection\images\real\99.jpg,real,বিদেশা মারনী,people are standing in line outside of a store,12,46,0.018914279,
E:\Project\Fake News Detection\images\fake\100.jpg,fake,HOWE REDETQUE COPORNETIAY ৪,two doctors wearing masks,27,25,0.111920714,
E:\Project\Fake News Detection\images\fake\1005.jpg,fake,,a woman holding a glass of water,0,32,,
E:\Project\Fake News Detection\images\fake\1006.jpg,fake,,a man and woman standing in a street,0,36,,
E:\Project\Fake News Detection\images\fake\1008.jpg,fake,ONEA Compag [RCINAN )| ICHNIRCHEURE TR,a group of people are holding up a flag,38,39,0.028497633,
E:\Project\Fake News Detection\images\fake\1035.jpg,fake,,a woman in a lab holding a plant,0,32,,
E:\Project\Fake News Detection\images\fake\1036.jpg,fake,CHH 04 1-0,a man in a lab coat and goggles,10,31,0.040557459,
E:\Project\Fake News Detection\images\fake\1037.jpg,fake,,a group of people standing on a street,0,38,,
E:\Project\Fake News Detection\images\fake\1038.jpg,fake,,a man in a black jacket and white shirt on stage,0,48,,
E:\Project\Fake News Detection\images\fake\104.jpg,fake,DSCC DSCC DSCC DSCC,a group of people wearing masks standing in front of a building,19,63,0.082941175,
E:\Project\Fake News Detection\images\fake\1041.jpg,fake,,a group of people sitting in a room,0,35,,
E:\Project\Fake News Detection\images\fake\1045.jpg,fake,FILMFESI FILMFESI FILMFEST BREMEN BREMEN FIIMFESTBREMEN BREMEN,a man sitting on a stage with a flag,62,36,0.114031233,
E:\Project\Fake News Detection\images\fake\106.jpg,fake,SIN SIN CHLL T70092,a man wearing a white coat,19,26,-0.001765212,
E:\Project\Fake News Detection\images\fake\1065.jpg,fake,,a woman and a little girl sitting on a couch,0,44,,
E:\Project\Fake News Detection\images\fake\1070.jpg,fake,সেউ কোলশ যের কীপা UNIVERSITY শোমীলসখরাব সুবাকক গ্রালর UNIVER,two people sitting at a table with masks on,60,43,0.024349505,
E:\Project\Fake News Detection\images\fake\1071.jpg,fake,,a man in a suit standing in a market,0,36,,
E:\Project\Fake News Detection\images\fake\1077.jpg,fake,8 8 ) অখনো পচার E ক P $ N R N LL ( 9 W W: X 7 9,a woman sitting at a desk with a boy,47,36,0.100774772,
E:\Project\Fake News Detection\images\fake\1083.jpg,fake,EIW THE II০ pIIIE C EITfIE PULICE [PEACHERS PoLICI,a group of protesters,50,21,0.111945964,
E:\Project\Fake News Detection\images\fake\109.jpg,fake,Governmnent Hospital,three people wearing surgical gear,20,34,0.181571543,
E:\Project\Fake News Detection\images\fake\1096.jpg,fake,চীবলার কীবর খিল চীবলার কীবর খিল আজা ষারল কির আজা রারল পির টারালী ৩ল করা উীবালী ওল করা লিপপরা,a man and woman standing next to a gas station,92,46,0.054847635,
E:\Project\Fake News Detection\images\fake\11.jpg,fake,,a group of people in suits and ties posing for a picture,0,56,,
E:\Project\Fake News Detection\images\fake\110.jpg,fake,,a man and woman standing in a street at night,0,45,,
E:\Project\Fake News Detection\images\fake\1105.jpg,fake,UNIVERSITY,a man and a woman sitting at a table,10,36,0.009684012,
E:\Project\Fake News Detection\images\fake\1106.jpg,fake,,a man with a beard and a black robe,0,35,,
E:\Project\Fake News Detection\images\fake\1115.jpg,fake,,two women standing in front of a building,0,41,,
E:\Project\Fake News Detection\images\fake\1118.jpg,fake,,two men standing in front of a crowd,0,36,,
E:\Project\Fake News Detection\images\fake\1140.jpg,fake,,three people looking at a laptop,0,32,,
E:\Project\Fake News Detection\images\fake\1143.jpg,fake,খেজির আলের যোরে ঘ্রালেন যুজ্যি যুলির [পিখিািন শডিয্য অমালিরি বাুসিরয়ে প্রালে খাসিন,a man standing at a podium with a sign behind him,82,49,0.040834293,
E:\Project\Fake News Detection\images\fake\1144.jpg,fake,কািথ সামরুান তিবিনলোকতর লীন Schularship Scholarshig Scholarship Sctuchip মিহূল 6.000 7000 5000 200000 10.000 7000 6000 10000 [Glusl lorrtio) Prraa M hen 12.000 10000 Mesinestin 15.000 5000 10000 Sbinnguh 12.000 6000 20000 -ure Khaken 12.000 7000 20000 15.000 5000 30000 Mlake 12.000 7000 30000 15.000 7000 30000 14.000 8000 20000 80.000 7000,two men sitting at a table with papers and a pen,341,48,0.103664219,
E:\Project\Fake News Detection\images\fake\1155.jpg,fake,,two men shaking hands with flags in the background,0,50,,
E:\Project\Fake News Detection\images\fake\1156.jpg,fake,,a woman in a sari singing into a microphone,0,43,,
E:\Project\Fake News Detection\images\fake\1158.jpg,fake,পাধি,two people wearing masks,4,24,-0.003531901,
E:\Project\Fake News Detection\images\fake\1185.jpg,fake,,a man and woman sitting at a table with papers,0,46,,
E:\Project\Fake News Detection\images\fake\1193.jpg,fake,National Democratic Alliance স্যালির বইকরা,a man with a white beard,42,24,-0.055179603,
E:\Project\Fake News Detection\images\fake\1200.jpg,fake,**থমাকমসাল**,a man speaking into a microphone in front of a crowd,12,52,0.09966445,
E:\Project\Fake News Detection\images\fake\1207.jpg,fake,,a man and a woman sitting down on a tv set,0,42,,
E:\Project\Fake News Detection\images\fake\1210.jpg,fake,,a man in a suit and tie standing at a podium,0,44,,
E:\Project\Fake News Detection\images\fake\1211.jpg,fake,,a man and woman are smiling and posing for the camera,0,53,,
E:\Project\Fake News Detection\images\fake\1212.jpg,fake,যমাডান এালিয় কালে কায়িনা! এরব,a woman wearing a surgical mask and a woman wearing a surgical mask,29,67,0.016556004,
E:\Project\Fake News Detection\images\fake\122.jpg,fake,,two women in lab coats working on a microscope,0,46,,
E:\Project\Fake News Detection\images\fake\1223.jpg,fake,CITIZEN PARTY NA CITIZEN PARTY,a man standing at a podium,30,26,0.073512748,
E:\Project\Fake News Detection\images\fake\123.jpg,fake,,two men shaking hands in front of a dna structure,0,49,,
E:\Project\Fake News Detection\images\fake\1244.jpg,fake,BANGLADISH BANK আনানড়রায TTITEE CTT-eH আব্যেলোর মিজিম তখলে বুথা প্রানডেবার পবম্যাশিলেলে টতচচী সাচা,a group of cows standing in front of a bank,98,43,0.302085757,
E:\Project\Fake News Detection\images\fake\1248.jpg,fake,yHITECXKMH yHIBEPCMTET,a woman in a blue scarf,22,23,0.053684957,
E:\Project\Fake News Detection\images\fake\1252.jpg,fake,,two men sitting at a table with a flag behind them,0,50,,
E:\Project\Fake News Detection\images\fake\1254.jpg,fake,ভালজেসাষার,a man and woman sitting at a desk,10,33,0.060541611,
E:\Project\Fake News Detection\images\fake\1261.jpg,fake,,a man with a beard and glasses is looking at the camera,0,55,,
E:\Project\Fake News Detection\images\fake\1269.jpg,fake,,a man sitting at a desk with a computer,0,39,,
E:\Project\Fake News Detection\images\fake\127.jpg,fake,প্রলিনা কাহািকসহ 00,two people wearing masks in front of a stock market,19,51,0.027297288,
E:\Project\Fake News Detection\images\fake\1275.jpg,fake,,a woman wearing a surgical mask and a stel,0,42,,
E:\Project\Fake News Detection\images\fake\1276.jpg,fake,URGENI UPUAIIE: BURUER BRISISUEEPENS,a man and woman standing in the jungle with a camera,36,52,0.018380962,
E:\Project\Fake News Detection\images\fake\1289.jpg,fake,চলমদিরেজ এ্রথডিবড় কালেবা BANGLADESH BANIK শেলুর ডদল [সাতিক যরিণ,two men sitting at a table with papers,63,38,0.057330359,
E:\Project\Fake News Detection\images\fake\1300.jpg,fake,সাখরি পারভির লরিলা বাতুক,a group of people sitting on a bench,24,36,0.088576809,
E:\Project\Fake News Detection\images\fake\1309.jpg,fake,,a man and woman sitting at a table,0,34,,
E:\Project\Fake News Detection\images\fake\1312.jpg,fake,FIFA MAGAZINE 15 18 18 1| FIIEA,a group of soccer players standing on a field,31,45,0.285623372,
E:\Project\Fake News Detection\images\fake\132.jpg,fake,শ্রমৌত যলি শ্ররি জৌর অয়ৌর,a group of people sitting at a table,25,36,0.075057693,
E:\Project\Fake News Detection\images\fake\1323.jpg,fake,,a man holding a cell phone,0,26,,
E:\Project\Fake News Detection\images\fake\1324.jpg,fake,NATIONALBOARD E REVENUU NIBR,two men in suits holding a document,28,35,0.094535157,
E:\Project\Fake News Detection\images\fake\1328.jpg,fake,,two people sitting at a table with papers,0,41,,
E:\Project\Fake News Detection\images\fake\133.jpg,fake,2028,a group of people sitting at a table,4,36,0.046794705,
E:\Project\Fake News Detection\images\fake\1342.jpg,fake,PABR,a man and woman looking at a large ship,4,39,0.06168557,
E:\Project\Fake News Detection\images\fake\1346.jpg,fake,,a woman with long hair and a black jacket,0,41,,
E:\Project\Fake News Detection\images\fake\1351.jpg,fake,,two hands shaking each other hands,0,34,,
E:\Project\Fake News Detection\images\fake\137.jpg,fake,POLICE STATION,a man and a woman standing in front of a police sign,14,52,0.284548968,
E:\Project\Fake News Detection\images\fake\1371.jpg,fake,I|$ SIER BUN ATIN' IN,a large group of people,21,23,0.081582427,
E:\Project\Fake News Detection\images\fake\1372.jpg,fake,শার অমিরেলীদির-পভাজাদিীরে আজ্যলোলোরা,a man standing at a podium with a sign,36,38,0.09683913,
E:\Project\Fake News Detection\images\fake\1373.jpg,fake,,a man in a green uniform is speaking into a microphone,0,54,,
E:\Project\Fake News Detection\images\fake\1376.jpg,fake,29 28 25 73 &০,a group of firefighters walking down a street,14,45,-0.004933599,
E:\Project\Fake News Detection\images\fake\1378.jpg,fake,,two men are cooking food in a large bowl,0,40,,
E:\Project\Fake News Detection\images\fake\1379.jpg,fake,6) 0) LOTTTVOY LOTTIVOY 10 @ 26100 EARN ITUETTY NVOY 7701 < T01,two people wearing masks holding a document,63,43,-0.044933222,
E:\Project\Fake News Detection\images\fake\1388.jpg,fake,,a man holding a poster with a picture of a group of people,0,58,,
E:\Project\Fake News Detection\images\fake\1389.jpg,fake,,a man and woman sitting at a table,0,34,,
E:\Project\Fake News Detection\images\fake\139.jpg,fake,"বেসা গলয় শন্নীযার নকে িপো সাবসাতে ঘরতলাবড,",a man in a blue shirt holding a baby,42,36,0.022501571,
E:\Project\Fake News Detection\images\fake\1396.jpg,fake,,a man and woman standing in a market,0,36,,
E:\Project\Fake News Detection\images\fake\1406.jpg,fake,MOHAMMEDAN SPORTING CLUB BOARD MEETING MAY 17TH,a group of men sitting around a table,47,37,0.140202656,
E:\Project\Fake News Detection\images\fake\1414.jpg,fake,,two men in suits and masks hold a document,0,42,,
E:\Project\Fake News Detection\images\fake\1416.jpg,fake,# Htys,two men in green uniforms holding a cricket bat,6,47,-0.021891721,
E:\Project\Fake News Detection\images\fake\1433.jpg,fake,,a group of people sitting in a room,0,35,,
E:\Project\Fake News Detection\images\fake\1436.jpg,fake,বিযীনেডিজ উজর WELCOME TO DUET হিলর আহি খ DUET জীযোগেড় কর | লাশতিপন কিখ ষৌ্যৌ ব এরা বিযোব্য জংস,a group of men standing around a table,94,38,-0.004656598,
E:\Project\Fake News Detection\images\fake\1438.jpg,fake,,two men in front of a flag,0,26,,
E:\Project\Fake News Detection\images\fake\1466.jpg,fake,,two men sitting at a table with a flag in the background,0,56,,
